FID,IID,PHE,CHR,SNP1,SNP2,POS1,POS2,KB,NSNP,DENSITY,PHOM,PHET,id
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_15486;HRSCAF=17393,.,.,36066237,37143309,1077.073,2988,0.36,0.974,0.013,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_16766;HRSCAF=19082,.,.,14559369,17220284,2660.916,9842,0.27,0.99,0,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_16766;HRSCAF=19082,.,.,20774136,26224229,5450.094,13879,0.393,0.993,0,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_16766;HRSCAF=19082,.,.,29367909,30759123,1391.215,4639,0.3,0.99,0,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_16766;HRSCAF=19082,.,.,31007173,33035066,2027.894,7056,0.287,0.989,0.001,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_16766;HRSCAF=19082,.,.,38117793,40370497,2252.705,9437,0.239,0.993,0.001,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,8898101,9934416,1036.316,3835,0.27,0.987,0.004,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,44853558,46809025,1955.468,4388,0.446,0.985,0.009,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,26179725,28252634,2072.91,7494,0.277,0.989,0,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,36143477,37196352,1052.876,2479,0.425,0.963,0.022,D154299
/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D154299k_E100048304_L01_ANIqvhbR216095-611.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,52361194,54946481,2585.288,6931,0.373,0.986,0.005,D154299
/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,-9,ScEsiA3_16766;HRSCAF=19082,.,.,26727824,29524112,2796.289,9160,0.305,0.985,0.004,D229167
/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,-9,ScEsiA3_17007;HRSCAF=19631,.,.,18089459,19160404,1070.946,2479,0.432,0.965,0.027,D229167
/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,-9,ScEsiA3_17641;HRSCAF=20530,.,.,18233365,19292036,1058.672,3522,0.301,0.978,0.012,D229167
/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,-9,ScEsiA3_18316;HRSCAF=21772,.,.,22868695,23929913,1061.219,3682,0.288,0.977,0.006,D229167
/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,-9,ScEsiA3_18316;HRSCAF=21772,.,.,27602729,29734280,2131.552,5979,0.357,0.988,0.004,D229167
/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,-9,ScEsiA3_18316;HRSCAF=21772,.,.,29747068,31786851,2039.784,6804,0.3,0.981,0.006,D229167
/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,-9,ScEsiA3_18316;HRSCAF=21772,.,.,51605178,52758667,1153.49,3510,0.329,0.968,0.025,D229167
/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,-9,ScEsiA3_18316;HRSCAF=21772,.,.,71597360,72705091,1107.732,5011,0.221,0.972,0.02,D229167
/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D167k_E100037246_L1_ANIbthxR167779-741.sorted.bam,-9,ScEsiA3_19038;HRSCAF=23783,.,.,28748355,29792611,1044.257,3446,0.303,0.972,0.017,D229167
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_16766;HRSCAF=19082,.,.,38111784,39144485,1032.702,3954,0.261,0.968,0.014,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,36996614,39445029,2448.416,4660,0.525,0.971,0.009,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,39955533,41463156,1507.624,3232,0.466,0.981,0.004,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_17641;HRSCAF=20530,.,.,31767556,33594582,1827.027,5098,0.358,0.97,0.009,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,39160091,40356399,1196.309,3464,0.345,0.984,0.003,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,40365626,46011961,5646.336,15216,0.371,0.98,0.003,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,46524211,49410419,2886.209,7591,0.38,0.98,0.003,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,51330625,52656179,1325.555,2957,0.448,0.975,0.003,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,52774494,53895603,1121.11,2845,0.394,0.98,0.001,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,54275607,55507387,1231.781,3770,0.327,0.981,0.005,D229170
/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D170k_E100037246_L1_ANIbthxR167780-744.sorted.bam,-9,ScEsiA3_19038;HRSCAF=23783,.,.,24878269,25974294,1096.026,5181,0.212,0.967,0.019,D229170
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,12958614,14197807,1239.194,3553,0.349,0.979,0.004,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,15706442,20440169,4733.728,11964,0.396,0.984,0.001,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,20442578,21783247,1340.67,2536,0.529,0.981,0.003,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,21796591,24474676,2678.086,5858,0.457,0.98,0.004,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,25173974,34397905,9223.932,12652,0.729,0.979,0.004,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,34880835,39445785,4564.951,8018,0.569,0.982,0.002,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,39446031,42848453,3402.423,6982,0.487,0.987,0.002,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,42850872,43896987,1046.116,2157,0.485,0.974,0.004,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,44951633,46426637,1475.005,3386,0.436,0.985,0,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,46427229,48989788,2562.56,7167,0.358,0.984,0.002,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,56948775,58093568,1144.794,3336,0.343,0.983,0.001,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,58094223,61011488,2917.266,6049,0.482,0.984,0.001,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,61108833,62641008,1532.176,3376,0.454,0.985,0.002,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,62641251,66649593,4008.343,6909,0.58,0.982,0.003,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,66653328,69302651,2649.324,5582,0.475,0.981,0.003,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,69310039,70715740,1405.702,2672,0.526,0.987,0.001,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,70718881,72622872,1903.992,4807,0.396,0.981,0.002,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,72623177,74814651,2191.475,5117,0.428,0.988,0.001,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_17007;HRSCAF=19631,.,.,14124395,15136368,1011.974,3651,0.277,0.975,0.013,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_18316;HRSCAF=21772,.,.,51601543,52758519,1156.977,3518,0.329,0.966,0.023,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211308_E100046281_L01_LYRfjwqR198690-609.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,46014193,48037620,2023.428,5138,0.394,0.97,0.016,D211308
/vol/cluster-data/rchen/wgr/data/processed/D211312k_E100046248_L01_LYRfjwqR198707-411.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211312k_E100046248_L01_LYRfjwqR198707-411.sorted.bam,-9,ScEsiA3_18316;HRSCAF=21772,.,.,64594146,65719780,1125.635,4178,0.269,0.967,0.017,D211312
/vol/cluster-data/rchen/wgr/data/processed/D211312k_E100046248_L01_LYRfjwqR198707-411.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211312k_E100046248_L01_LYRfjwqR198707-411.sorted.bam,-9,ScEsiA3_19038;HRSCAF=23783,.,.,22616222,23872101,1255.88,4937,0.254,0.978,0.001,D211312
/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,-9,ScEsiA3_16766;HRSCAF=19082,.,.,22792603,23866624,1074.022,2338,0.459,0.962,0.027,D211320
/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,68573968,70692242,2118.275,3992,0.531,0.984,0.005,D211320
/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,-9,ScEsiA3_17641;HRSCAF=20530,.,.,30340982,31968248,1627.267,4543,0.358,0.978,0.011,D211320
/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,-9,ScEsiA3_17641;HRSCAF=20530,.,.,31987665,33887005,1899.341,5514,0.344,0.978,0.009,D211320
/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,-9,ScEsiA3_17641;HRSCAF=20530,.,.,36095640,37165541,1069.902,3196,0.335,0.979,0.009,D211320
/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211320_E100046281_L01_LYRfjwqR198691-614.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,56139911,57205676,1065.766,3481,0.306,0.968,0.019,D211320
/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,-9,ScEsiA3_15486;HRSCAF=17393,.,.,35714125,37242934,1528.81,3947,0.387,0.968,0.019,D211341
/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,-9,ScEsiA3_15486;HRSCAF=17393,.,.,38731297,39845594,1114.298,3293,0.338,0.966,0.023,D211341
/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,-9,ScEsiA3_16870;HRSCAF=19426,.,.,43520746,44619221,1098.476,2455,0.447,0.971,0.02,D211341
/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,-9,ScEsiA3_17007;HRSCAF=19631,.,.,18980303,20852157,1871.855,4800,0.39,0.987,0.004,D211341
/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,-9,ScEsiA3_17641;HRSCAF=20530,.,.,19231012,20462971,1231.96,4370,0.282,0.964,0.023,D211341
/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,-9,ScEsiA3_17641;HRSCAF=20530,.,.,25142397,26465247,1322.851,4457,0.297,0.98,0.006,D211341
/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,-9,ScEsiA3_18316;HRSCAF=21772,.,.,42735482,44088126,1352.645,5092,0.266,0.986,0.006,D211341
/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,-9,ScEsiA3_18316;HRSCAF=21772,.,.,52759616,53801103,1041.488,3957,0.263,0.971,0.02,D211341
/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211341_E100046281_L01_LYRfjwqR198692-624.sorted.bam,-9,ScEsiA3_18461;HRSCAF=22153,.,.,9265802,10305105,1039.304,5563,0.187,0.985,0.007,D211341
/vol/cluster-data/rchen/wgr/data/processed/D211349_E100046281_L01_LYRfjwqR198693-634.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211349_E100046281_L01_LYRfjwqR198693-634.sorted.bam,-9,ScEsiA3_16766;HRSCAF=19082,.,.,29516800,30553931,1037.132,3318,0.313,0.976,0.014,D211349
/vol/cluster-data/rchen/wgr/data/processed/D211349_E100046281_L01_LYRfjwqR198693-634.sorted.bam,/vol/cluster-data/rchen/wgr/data/processed/D211349_E100046281_L01_LYRfjwqR198693-634.sorted.bam,-9,ScEsiA3_17007;HRSCAF=19631,.,.,20059797,21529818,1470.022,3533,0.416,0.981,0.005,D211349
