parameter	outer_width	inner_width	point_est	ll	l	m	h	hh
r_site:id[KUM_D211403,Intercept]	0.95	0.8	median	-0.36264007576738516	-0.18345014684088956	0.043964411188871705	0.437682545583733	0.675470905461134
r_site:id[KUM_D211435,Intercept]	0.95	0.8	median	-0.9864496751590488	-0.6984344966182083	-0.21370018929873738	0.03638926344273464	0.1579203600289524
r_site:id[KUM_D211438,Intercept]	0.95	0.8	median	-0.693625246197885	-0.46608657689404726	-0.08544790074267912	0.1252161347604306	0.3044534168254516
r_site:id[KUM_D211450,Intercept]	0.95	0.8	median	-0.44574023120643774	-0.25246214799459304	0.00995743668975791	0.32316429229729393	0.5630276909355307
r_site:id[KUM_D211456,Intercept]	0.95	0.8	median	-0.7057372026969604	-0.4425948119656358	-0.07655017109660939	0.14899593278288178	0.3082177083075355
r_site:id[KUM_D211474,Intercept]	0.95	0.8	median	-0.26294849983451746	-0.1106236610397321	0.09181627782948737	0.42431780039693556	0.6579454707421065
r_site:id[KUM_D211478,Intercept]	0.95	0.8	median	-0.418354348187583	-0.22919273736598092	0.0051004488150114095	0.30076546129016196	0.47539622564965167
r_site:id[KUM_D211482,Intercept]	0.95	0.8	median	-0.3152869536894285	-0.13786298763851845	0.07239331147251762	0.46045539170209004	0.7107030873761837
r_site:id[KUM_D217818,Intercept]	0.95	0.8	median	-0.2822936539142006	-0.11475207580702598	0.10886208822588946	0.5302684909852501	0.7773796291594555
r_site:id[KUM_D217896,Intercept]	0.95	0.8	median	-0.3295497167242936	-0.16549346704922296	0.05345301688249681	0.37604102368152365	0.5940317482943636
r_site:id[KUM_D217897,Intercept]	0.95	0.8	median	-0.4475104984866172	-0.24442206714574116	0.012976015089358866	0.29910683706591484	0.5167436631451975
r_site:id[KUM_D217932,Intercept]	0.95	0.8	median	-0.5142975580917115	-0.2878480420819653	0.0013457277491084525	0.32317024111219633	0.550454937814088
r_site:id[KUM_D217969,Intercept]	0.95	0.8	median	-0.6846242440995449	-0.4337189245806061	-0.06019974952296199	0.1710688292603506	0.3415198826719461
r_site:id[KUM_D217977,Intercept]	0.95	0.8	median	-0.34177535666189207	-0.15726318417153246	0.07986231789978532	0.46169506359623136	0.722768494423481
r_site:id[KUM_D229025,Intercept]	0.95	0.8	median	-0.6150283264988838	-0.36700197129311607	-0.035311068636601134	0.21717794122230133	0.40300294271173637
r_site:id[KUM_D229043,Intercept]	0.95	0.8	median	-0.18420349914533005	-0.07730959532147805	0.15017239254798587	0.6155070750277126	0.8730238752035462
r_site:id[KUM_D229126,Intercept]	0.95	0.8	median	-0.21901419306662642	-0.06225811285425947	0.13925479235829064	0.5248977457394096	0.7793784502916272
r_site:id[KUM_D229164,Intercept]	0.95	0.8	median	-0.4179709579006599	-0.22615475870726925	0.027671306403346623	0.40354335093366733	0.6558372943914114
r_site:id[KUM_D229165,Intercept]	0.95	0.8	median	-0.4700401087121647	-0.2694109305369343	0.004887158412589481	0.2947221252221011	0.51324793003355
r_site:id[KUM_D229167,Intercept]	0.95	0.8	median	-0.17947243537084756	-0.055533512602240494	0.16951585248376996	0.5808835382010387	0.831035292046599
r_site:id[KUM_D229192,Intercept]	0.95	0.8	median	-0.36076782761031223	-0.187399781786688	0.04111651670237802	0.3832292860710411	0.6488089705882808
r_site:id[KUM_D229193,Intercept]	0.95	0.8	median	-0.6014960619829541	-0.3905596516480946	-0.062247801943810105	0.13087143219311553	0.279578100426834
r_site:id[KUM_D229509,Intercept]	0.95	0.8	median	-0.6230985297689083	-0.41350147577553986	-0.05721679154368214	0.16547917575695326	0.3356219019876508
r_site:id[KUM_D229512,Intercept]	0.95	0.8	median	-0.37749988807141405	-0.19282083743905665	0.03833775540038342	0.40815724499578965	0.6700677289693724
r_site:id[KUM_D229599,Intercept]	0.95	0.8	median	-0.7454523844859932	-0.4819672797361423	-0.08376637703884794	0.1256089496072737	0.2863274842625685
r_site:id[KUM_D229635,Intercept]	0.95	0.8	median	-0.527246258915739	-0.2952316619561765	-9.202839024995426e-4	0.286149001558879	0.5104911434413066
r_site:id[KUM_D229658,Intercept]	0.95	0.8	median	-0.39398402075525024	-0.22848596638692845	0.005033506290666607	0.26845744561878854	0.4699168317875303
r_site:id[KUM_D229679,Intercept]	0.95	0.8	median	-0.2268997252831621	-0.0878143453503805	0.13825008488414353	0.5625562361558114	0.8547819516954869
r_site:id[KUM_D229721,Intercept]	0.95	0.8	median	-0.6632231645057645	-0.4396532637581705	-0.08028871028293827	0.14743413986209655	0.3035044674335055
r_site:id[KUM_D229734,Intercept]	0.95	0.8	median	-0.6304284590929297	-0.37912518663726874	-0.055355435707653625	0.16177403249275568	0.3588365676723967
r_site:id[KUM_D229735,Intercept]	0.95	0.8	median	-0.6119076578960859	-0.3598730017583573	-0.02001364105270597	0.22576551821213883	0.41107839828015535
r_site:id[KUM_D229737,Intercept]	0.95	0.8	median	-0.46337116321161514	-0.2704841204758508	-0.004869637153495752	0.25296523411771776	0.4233947546398073
r_site:id[KUM_D237206,Intercept]	0.95	0.8	median	-0.5856193025797397	-0.37288189104613306	-0.02691844541211614	0.20676794140592944	0.408843498141058
r_site:id[KUM_D237235,Intercept]	0.95	0.8	median	-0.46766615307409126	-0.28554109725939936	0.0036686650419114866	0.3181352260356092	0.538676147301682
r_site:id[KUM_D237258,Intercept]	0.95	0.8	median	-0.42387229333383536	-0.24753760180120668	-0.00659961559344017	0.2288269279370337	0.3985667967941548
r_site:id[KUM_D237310,Intercept]	0.95	0.8	median	-0.49060200228073797	-0.28883653789112346	7.437656469383159e-4	0.32927353075849475	0.5382838954754988
r_site:id[KUM_D237311,Intercept]	0.95	0.8	median	-0.29451721309889367	-0.1432276712131998	0.07375760539334306	0.43251813414842527	0.6528768183458924
r_site:id[KUM_D237313,Intercept]	0.95	0.8	median	-0.4193255791631122	-0.2194644554162451	0.005582904353606137	0.2634607842745122	0.4358302241937433
r_site:id[KUM_D237325,Intercept]	0.95	0.8	median	-0.4863191085847294	-0.27909109339970667	0.00352373478939725	0.29204237183696546	0.5363183024445063
r_site:id[KUM_D237327,Intercept]	0.95	0.8	median	-0.6778628089891163	-0.44068955581389857	-0.0781332299770682	0.14481445226994338	0.32409377815259804
r_site:id[KUM_D237337,Intercept]	0.95	0.8	median	-0.6399520351524435	-0.42893800311986513	-0.08101962456506867	0.1177726272093651	0.2469137816391517
r_site:id[KUM_D237339,Intercept]	0.95	0.8	median	-0.39734046532551887	-0.20021374635234535	0.036991896776895364	0.35494131700190734	0.5642838461441413
r_site:id[KUM_D237340,Intercept]	0.95	0.8	median	-0.48169347040038557	-0.2648583409217189	-0.0012468596281448485	0.26863015249482525	0.4496771259982926
r_site:id[KUM_D237389,Intercept]	0.95	0.8	median	-0.551576997285044	-0.3531389177869766	-0.034725290860540714	0.20468340084078337	0.43860782447212954
r_site:id[KUM_D243930,Intercept]	0.95	0.8	median	-0.6445149357990636	-0.4165677723039229	-0.07687933606600666	0.128729638822591	0.27968908382556407
r_site:id[KUM_D243937,Intercept]	0.95	0.8	median	-0.28196772234056144	-0.13520954808124847	0.10230070889815254	0.4959228770206673	0.7635735091686336
r_site:id[KUM_D243940,Intercept]	0.95	0.8	median	-0.6857911754929183	-0.4453741106223916	-0.056849327353924284	0.1702709794310322	0.3508317268029544
r_site:id[KUM_D244017,Intercept]	0.95	0.8	median	-0.39902121664965734	-0.20086512160736525	0.03056964393371275	0.3589447049632456	0.583428119772594
r_site:id[KUM_D244112,Intercept]	0.95	0.8	median	-0.42599930427753596	-0.22657584007550335	0.023345242683149282	0.3390210012749308	0.5490962382037472
r_site:id[KUM_D244139,Intercept]	0.95	0.8	median	-0.5539526444920654	-0.3221115163358205	-0.0028224352769321602	0.27284166868276866	0.46600178330143033
r_site:id[KUM_D244143,Intercept]	0.95	0.8	median	-0.3700142499730925	-0.18421286624537803	0.05189970635480562	0.43843812284889305	0.7456884135066993
r_site:id[KUM_D244144,Intercept]	0.95	0.8	median	-0.5495540585992761	-0.3297547929005764	-0.02296117168967857	0.25357707197057494	0.49053437217918167
r_site:id[KUM_D244147,Intercept]	0.95	0.8	median	-0.6139434757357043	-0.3751804995068793	-0.027608838932279132	0.19847785353070616	0.37055139838362455
r_site:id[KUM_D244183,Intercept]	0.95	0.8	median	-0.3969236677019049	-0.21443051168352423	0.030431900575321084	0.35658497948701734	0.5633144309779006
r_site:id[KUM_D244186,Intercept]	0.95	0.8	median	-0.6325921892457824	-0.40782242778744515	-0.07964189548592286	0.11665646998571402	0.2623151718619906
r_site:id[LEH_D211334,Intercept]	0.95	0.8	median	-0.30260442086716993	-0.13946201178738926	0.08305042109312	0.475820095572235	0.7110286520185406
r_site:id[LEH_D211489,Intercept]	0.95	0.8	median	-0.8450861585523283	-0.5134113062043691	-0.09472690244106488	0.12993302194213474	0.30489897700069624
r_site:id[LEH_D211490,Intercept]	0.95	0.8	median	-0.7251103139193052	-0.46891298968238443	-0.07095872642116446	0.16367761428207453	0.3158795186586483
r_site:id[LEH_D217891,Intercept]	0.95	0.8	median	-0.6948352959209089	-0.4449561811427562	-0.06794277945995533	0.15829794498720107	0.3238661253457661
r_site:id[LEH_D229032,Intercept]	0.95	0.8	median	-0.3684793897990087	-0.20420633557148574	0.023847923640481397	0.3500371066717337	0.5840527639277662
r_site:id[LEH_D229051,Intercept]	0.95	0.8	median	-0.48010956126728743	-0.2874544262215608	-0.003109255018192419	0.28228556505953767	0.4706397666689961
r_site:id[LEH_D229054,Intercept]	0.95	0.8	median	-0.6802435963367338	-0.4104132857271355	-0.031877066794495125	0.21200903971146853	0.4193905702746165
r_site:id[LEH_D229055,Intercept]	0.95	0.8	median	-0.5620935059455225	-0.35197380525480826	-0.01621883462064052	0.2580774706547549	0.42901612346779766
r_site:id[LEH_D229056,Intercept]	0.95	0.8	median	-0.36702047655506476	-0.1678069460304914	0.052497212622254145	0.40918483597715793	0.6298765668171525
r_site:id[LEH_D229133,Intercept]	0.95	0.8	median	-0.5700845084750507	-0.3659173458793038	-0.05081936546753728	0.1685489042651745	0.34839772246385664
r_site:id[LEH_D229518,Intercept]	0.95	0.8	median	-0.6587826491586996	-0.38856954918163317	-0.04034695275691999	0.20149504025782544	0.3653214471519389
r_site:id[LEH_D229560,Intercept]	0.95	0.8	median	-0.4505826162244496	-0.25622715583216343	0.0016433723344890469	0.30764832433051365	0.535212886493457
r_site:id[LEH_D229630,Intercept]	0.95	0.8	median	-0.5221713694831807	-0.297931328047695	-0.0021749978725799507	0.2894451297759575	0.5058012943456037
r_site:id[LEH_D229646,Intercept]	0.95	0.8	median	-0.22403924315251034	-0.07183435080752108	0.13777055276339056	0.5768953245623781	0.8700255432794906
r_site:id[LEH_D229648,Intercept]	0.95	0.8	median	-0.39691715187331905	-0.21095628252332596	0.030907727254163665	0.38629511236220304	0.6457626569441733
r_site:id[LEH_D229740,Intercept]	0.95	0.8	median	-0.31763995530622974	-0.14986460931106177	0.07333995000433988	0.48060759758330324	0.752260660822761
r_site:id[LEH_D229742,Intercept]	0.95	0.8	median	-0.45697490488910303	-0.2745947494193131	-0.005111809972226023	0.24165336475601393	0.42330192210173984
r_site:id[LEH_D229776,Intercept]	0.95	0.8	median	-0.5938654638471437	-0.3559115924936244	-0.02057029551825988	0.23602019095128385	0.4334477654895049
r_site:id[LEH_D237300,Intercept]	0.95	0.8	median	-0.42271096852450984	-0.22233332567782957	0.020598138656695242	0.37158303191771147	0.5970686026323467
r_site:id[LEH_D237307,Intercept]	0.95	0.8	median	-0.7290002612691453	-0.4742259901710464	-0.07794424304976397	0.15338089981717795	0.32096169550157466
r_site:id[LEH_D243906,Intercept]	0.95	0.8	median	-0.4960016116022424	-0.28956860454515515	0.004572044392941764	0.29649173159620956	0.5248660299219464
r_site:id[LEH_D243907,Intercept]	0.95	0.8	median	-0.6253942669150758	-0.33919803466013043	-0.01149953728854813	0.25925892155673197	0.4627772849490875
r_site:id[LEH_D243950,Intercept]	0.95	0.8	median	-0.49620039669107935	-0.2921881456945627	-0.0030945955322634767	0.26151321911504866	0.48504713489791906
r_site:id[LEH_D244001,Intercept]	0.95	0.8	median	-0.31085050091327016	-0.14336761667517306	0.08617057264874983	0.5257860738287552	0.7834912853214153
r_site:id[LEH_D244042,Intercept]	0.95	0.8	median	-0.34508618847847533	-0.16689960289358258	0.057427106090937236	0.46357322048495686	0.6973888121596055
r_site:id[LEH_D244054,Intercept]	0.95	0.8	median	-0.49815719254356583	-0.2760439012852263	0.0019448238032823196	0.30338444181751856	0.5074204998020413
r_site:id[LEH_D244055,Intercept]	0.95	0.8	median	-0.48261523092889935	-0.24733866835023477	0.014736851290662639	0.3441105891977285	0.5744101863160741
r_site:id[LEH_D244083,Intercept]	0.95	0.8	median	-0.4170793544024767	-0.24266996324940107	0.0115668797352682	0.33894193197427047	0.5664857815904455
r_site:id[LEH_D244090,Intercept]	0.95	0.8	median	-0.47866199480480004	-0.279080434783592	0.003219184689025102	0.2869423651473485	0.5134496292351052
r_site:id[NYR_D154280,Intercept]	0.95	0.8	median	-0.6055656016798112	-0.35565307660127826	-0.015366151045224277	0.2607794659589768	0.4770039338751274
r_site:id[NYR_D154288,Intercept]	0.95	0.8	median	-0.6394401953742649	-0.38359965952456365	-0.033948665506605656	0.20900723937067653	0.4167684955475408
r_site:id[NYR_D211308,Intercept]	0.95	0.8	median	-0.3228693217717102	-0.13288322068651087	0.08042512908837643	0.4864272210184826	0.764911192388837
r_site:id[NYR_D211312,Intercept]	0.95	0.8	median	-0.5380646405665597	-0.32478446615926226	-0.015231011191852375	0.22280135564274883	0.3987151278786751
r_site:id[NYR_D211320,Intercept]	0.95	0.8	median	-0.4108385500158112	-0.21426028725938587	0.025766356476644152	0.3583467651307068	0.5942735437386695
r_site:id[NYR_D211349,Intercept]	0.95	0.8	median	-0.34152625974954187	-0.15519026269586522	0.046065308871120314	0.385976027036396	0.5950845928401908
r_site:id[NYR_D211350,Intercept]	0.95	0.8	median	-0.4478082345842762	-0.2578796880709108	0.01622285473863033	0.335355652162251	0.5713116129149658
r_site:id[NYR_D211411,Intercept]	0.95	0.8	median	-0.33094943952896133	-0.14714590515848452	0.07870212166989413	0.44084370385323357	0.7542873430779979
r_site:id[NYR_D211412,Intercept]	0.95	0.8	median	-0.5983442649781313	-0.36938703497451625	-0.030946022613588357	0.2150367904027684	0.4188301730420167
r_site:id[NYR_D211431,Intercept]	0.95	0.8	median	-0.44197609382673475	-0.2403602660134493	0.0255637428522417	0.37006481010388	0.6084219694871575
r_site:id[NYR_D211461,Intercept]	0.95	0.8	median	-0.5018991495388782	-0.2923356805905633	-0.001419129259978366	0.2821450189830033	0.5288644588592947
r_site:id[NYR_D217821,Intercept]	0.95	0.8	median	-0.6428864544712477	-0.4189802071974762	-0.07254210930920758	0.14668780863144237	0.34702363250078816
r_site:id[NYR_D217870,Intercept]	0.95	0.8	median	-0.5917408662365263	-0.35966623207975035	-0.020040864922357585	0.23425017450971736	0.45103315398928384
r_site:id[NYR_D217910,Intercept]	0.95	0.8	median	-0.3723267190871783	-0.19646721062019462	0.03175552345661052	0.36061314715054454	0.5953637585674758
r_site:id[NYR_D217911,Intercept]	0.95	0.8	median	-0.4787668457252615	-0.29026632991870593	-0.00620399772358122	0.28354832440084343	0.5071847462147491
r_site:id[NYR_D217947,Intercept]	0.95	0.8	median	-0.7350220529878806	-0.490543745731373	-0.10754894135484777	0.09390502368504121	0.2808135817407335
r_site:id[NYR_D217949,Intercept]	0.95	0.8	median	-0.4051148711348929	-0.21521696101212648	0.02383344626665619	0.33291060235788705	0.5699746884693422
r_site:id[NYR_D217961,Intercept]	0.95	0.8	median	-0.13521506904509417	-0.030499932957909592	0.2148794675594122	0.6914593373435136	0.9474523479244762
r_site:id[NYR_D217964,Intercept]	0.95	0.8	median	-0.6017553914310917	-0.3606555825991065	-0.02124848138060121	0.2205563973465605	0.4227665321581372
r_site:id[NYR_D217965,Intercept]	0.95	0.8	median	-0.93044354259909	-0.65841871750653	-0.2143487912291642	0.028837628312351177	0.12098754416835032
r_site:id[NYR_D229096,Intercept]	0.95	0.8	median	-0.3381756879043704	-0.16954334082899855	0.047226487758240995	0.35940062576260134	0.5809640267427829
r_site:id[NYR_D229154,Intercept]	0.95	0.8	median	-0.3668497130229316	-0.19147860202248648	0.033848256999908115	0.3559336003969766	0.5445632844241216
r_site:id[NYR_D229556,Intercept]	0.95	0.8	median	-0.5790481606649368	-0.33046926874088034	-0.011255925645405722	0.24258214602749426	0.44127707847525877
r_site:id[NYR_D229714,Intercept]	0.95	0.8	median	-0.5823059693321129	-0.34206362988801464	-0.016294320731717875	0.2730482822737263	0.4974819771781254
r_site:id[NYR_D229716,Intercept]	0.95	0.8	median	-0.49514630983737185	-0.2817893892881307	-0.003252642787380941	0.275531231080002	0.5156549583801167
r_site:id[NYR_D229718,Intercept]	0.95	0.8	median	-0.45934836690721853	-0.27516875876190566	6.152148493115934e-6	0.28350741977079225	0.5287910811984544
r_site:id[NYR_D229770,Intercept]	0.95	0.8	median	-0.5758100031143459	-0.378173519745852	-0.03004979889747593	0.21705598830842132	0.4229107895591427
r_site:id[NYR_D229772,Intercept]	0.95	0.8	median	-0.4739824166843133	-0.28434852367180596	1.2449322234906336e-4	0.27278400805737507	0.5132010265185719
r_site:id[NYR_D229783,Intercept]	0.95	0.8	median	-0.5199754205025275	-0.31332419505570386	-0.010181841431153246	0.2641342725656926	0.45366177639455546
r_site:id[NYR_D229784,Intercept]	0.95	0.8	median	-0.5714437837665327	-0.3764872655102615	-0.05078692700052395	0.17479579257736738	0.38065742812452924
r_site:id[NYR_D237276,Intercept]	0.95	0.8	median	-0.5292606291347078	-0.3093785760740431	-0.002845419649260344	0.2962623642855483	0.5201337801604604
r_site:id[NYR_D237277,Intercept]	0.95	0.8	median	-0.5189302116137038	-0.2852877123760499	0.0034054910300481546	0.31929218951489274	0.5381631831623461
r_site:id[NYR_D237278,Intercept]	0.95	0.8	median	-0.3736594219484488	-0.20674989410742495	0.036206286270329915	0.4012018509899733	0.65100632117405
r_site:id[NYR_D237352,Intercept]	0.95	0.8	median	-0.561966698193081	-0.33482864800950884	-0.0058821917101742295	0.26182036682853693	0.4903504785632638
r_site:id[NYR_D237360,Intercept]	0.95	0.8	median	-0.6902372536975067	-0.3849123324302196	-0.028248690966149126	0.21180240159250488	0.40378513761560625
r_site:id[NYR_D237361,Intercept]	0.95	0.8	median	-0.6224214252209739	-0.38763313830770624	-0.04425001852965086	0.18814795355962943	0.3784875271526703
r_site:id[NYR_D237378,Intercept]	0.95	0.8	median	-0.39918561326722823	-0.20516384629106382	0.033850841477147765	0.3719131116420298	0.6028916611076911
r_site:id[NYR_D237379,Intercept]	0.95	0.8	median	-0.4538025487808732	-0.2676689760346676	0.007512431136121222	0.3255722027444917	0.5642135038753312
r_site:id[NYR_D237391,Intercept]	0.95	0.8	median	-0.5016103435197021	-0.29800722241374683	-0.016151724103222253	0.20944987322399247	0.38070349879954796
r_site:id[NYR_D237394,Intercept]	0.95	0.8	median	-0.43508152611732825	-0.24674762545026768	0.013073736935611511	0.3191730432794649	0.5326797689142517
r_site:id[NYR_D243901,Intercept]	0.95	0.8	median	-0.7322246463916541	-0.4499689051236819	-0.0507785039053672	0.17672528884918945	0.3913769421780544
r_site:id[NYR_D243916,Intercept]	0.95	0.8	median	-0.6107089909163304	-0.366639538961563	-0.015383742653607348	0.2471798166154187	0.470782617373983
r_site:id[NYR_D243918,Intercept]	0.95	0.8	median	-0.503051543416805	-0.3012401716610841	-0.0030591040403169386	0.2941319104003577	0.5474877381063116
r_site:id[NYR_D244032,Intercept]	0.95	0.8	median	-0.4059713359997918	-0.20431943532912036	0.03201686331952706	0.36194693462126254	0.5628096182998409
r_site:id[NYR_D244033,Intercept]	0.95	0.8	median	-0.6366498726379316	-0.3771051818693662	-0.018811272779034834	0.21900456391787043	0.42034907321254406
r_site:id[NYR_D244077,Intercept]	0.95	0.8	median	-0.5445834806670696	-0.3294589411850955	-0.01449232059972548	0.24170773788261704	0.4491007128023214
r_site:id[NYR_D244162,Intercept]	0.95	0.8	median	-0.5688912953653916	-0.33558117836643153	-0.014846265078962981	0.2571241101617912	0.49365784299310006
r_site:id[NYR_D244163,Intercept]	0.95	0.8	median	-0.5761958828656268	-0.34022836808697426	-0.012367247509000681	0.2680939030861645	0.4869384561528134
r_site:id[NYR_D244168,Intercept]	0.95	0.8	median	-0.5776636969588952	-0.3607347246433112	-0.0477562667806963	0.1650973434358358	0.3362865866370123
r_site:id[NYR_D244179,Intercept]	0.95	0.8	median	-0.5165538737895138	-0.31095361469446914	-0.008266917228271529	0.28247393225493234	0.48559335039149476
r_site:id[NYR_D247994,Intercept]	0.95	0.8	median	-0.5548893750537051	-0.29312021739615546	0.004396221425368044	0.3043444764679756	0.49117965530048074
r_site:id[SAA_D229097,Intercept]	0.95	0.8	median	-0.2928047040051056	-0.14704716556641467	0.072258601288671	0.4548531392693604	0.762244361812278
r_site:id[SAA_D229103,Intercept]	0.95	0.8	median	-0.7330615660382853	-0.47143839006871663	-0.07430048521880328	0.1703057291493024	0.3512144680397708
r_site:id[SAA_D229160,Intercept]	0.95	0.8	median	-0.4651336392962182	-0.2645752232074543	0.001357969535380768	0.30100076683356825	0.5098533489777118
r_site:id[SAA_D229161,Intercept]	0.95	0.8	median	-0.28400735373581387	-0.11701875205178422	0.10271860528011416	0.5240048161330474	0.7675132675949764
r_site:id[SAA_D229162,Intercept]	0.95	0.8	median	-0.5861454097698324	-0.3591171623037332	-0.02911401388532454	0.22694683578533356	0.4228457729371285
r_site:id[SAA_D229170,Intercept]	0.95	0.8	median	-0.3794305915635027	-0.16800247770260773	0.05183540139174332	0.3907742345370099	0.6257026012318451
r_site:id[SAA_D229171,Intercept]	0.95	0.8	median	-0.3096629409889254	-0.1390117833760592	0.08573445107787551	0.48082945869952687	0.7097828327824852
r_site:id[SAA_D229186,Intercept]	0.95	0.8	median	-0.3428685741653646	-0.1788985099369084	0.0379819680086478	0.34928419879390443	0.5574411995512115
r_site:id[SAA_D229638,Intercept]	0.95	0.8	median	-0.6664635966259349	-0.37546077515927956	-0.023811362254512098	0.22827206950122325	0.4240774863549339
r_site:id[SAA_D229759,Intercept]	0.95	0.8	median	-0.5125726755886928	-0.3210740127545665	-0.006780595097275145	0.25991338357588545	0.46179058988987126
r_site:id[SAA_D229777,Intercept]	0.95	0.8	median	-0.7140084040730926	-0.4540021807854871	-0.09375517258533153	0.10849478444481783	0.2598313399700677
r_site:id[SAA_D229780,Intercept]	0.95	0.8	median	-0.5289964426120015	-0.32430205252123856	-0.00436914889773052	0.26145119492515195	0.44701254417536906
r_site:id[SAA_D237232,Intercept]	0.95	0.8	median	-0.5849217033046202	-0.3526505135838964	-0.019134697789636033	0.22752199905818854	0.4296509557177372
r_site:id[SAA_D237233,Intercept]	0.95	0.8	median	-0.7167285274228985	-0.49275695739826886	-0.07749833596747865	0.15124929218301034	0.33696433401124043
r_site:id[SAA_D237355,Intercept]	0.95	0.8	median	-0.7140004008309803	-0.432361330879825	-0.0525315797627691	0.1812541232613895	0.4087067937714384
r_site:id[SAA_D237369,Intercept]	0.95	0.8	median	-0.5943315383937261	-0.35251113459225336	-0.030960555633631107	0.2217712705804322	0.4353906483163008
r_site:id[SAA_D237371,Intercept]	0.95	0.8	median	-0.4817096670628881	-0.2506789396407451	0.012513897056268828	0.338072131147947	0.5665743373081379
r_site:id[SAA_D244005,Intercept]	0.95	0.8	median	-0.31321126675439687	-0.15600349931852545	0.06615654672180384	0.4045879135490501	0.6605398678839303
r_site:id[SAA_D244029,Intercept]	0.95	0.8	median	-0.5801448779010572	-0.34693176381406376	-0.012013903184243807	0.25328983114861053	0.4777487823144038
r_site:id[SAA_D244045,Intercept]	0.95	0.8	median	-0.5431495678881482	-0.32273701762597246	-0.006710477606673348	0.2629215743889036	0.4660774686214806
r_site:id[SAA_D244073,Intercept]	0.95	0.8	median	-0.4385764500514019	-0.2320313294728532	0.020604825620685635	0.38024864760210436	0.6204347509765685
r_site:id[SAA_D244086,Intercept]	0.95	0.8	median	-0.5128172073932273	-0.2811106290848682	0.0012297572208914485	0.31223497076700785	0.5351877599694107
r_site:id[SAA_D244087,Intercept]	0.95	0.8	median	-0.4892415270808418	-0.27050118901913645	0.011660548795703645	0.3259089609546135	0.5539595666912555
r_site:id[SAA_D244123,Intercept]	0.95	0.8	median	-0.5340881860669833	-0.2937783678124844	-0.0016747905488860605	0.2934828451028913	0.5249680357744332
r_site:id[TEE_D154259,Intercept]	0.95	0.8	median	-0.4913278715803845	-0.28538947678304205	0.0010967615239945452	0.2707653968137094	0.4629723693517371
r_site:id[TEE_D154299,Intercept]	0.95	0.8	median	-0.4690834435394279	-0.24950248758589844	0.009590353775880286	0.301878837194841	0.5524325457972722
r_site:id[TEE_D211445,Intercept]	0.95	0.8	median	-0.5445024656796577	-0.3305599308932897	-0.027188715975522908	0.19103003017318965	0.36940224961138196
r_site:id[TEE_D211451,Intercept]	0.95	0.8	median	-0.72949355752703	-0.426499267668262	-0.04586796810010356	0.17457038284309326	0.3926368336447135
r_site:id[TEE_D217810,Intercept]	0.95	0.8	median	-0.4994531822100447	-0.2799623705212477	0.007117423209170767	0.3140243818218437	0.5560372386349448
